donation_id,campaign_id,donor_id,amount,encrypted_amount,created_at
0,1,aef9f51f-6292-4bae-87db-c1962c2a616a,353000,67387137187889889553987178175685276921716480203408286416315248976111808153925355270610333517117247556241396374243956590776595404064362347006082287740770258328870951229688714665016307338945457885829963620011893351100526252367775405942164746379361772424914029280300142594286786855780187442188979997026666033156821748389890135351800859405018702485555856422852097275729887560027420747962733517861877668451240016171565884479568193524588927997102840061393375595254373453768609263742599550704013725455890820407191363590611547671849304448024328108086163281773104578632348119949257879429475637602114363656861009968853345460602070436656693630979206663238050305246708817573419577106373283513662082039755486890705715802300518962184312172501730751202356431680978668315193213882111434502544738112560732793871878942598830419421288907234613811692519896174728296293750534482344233959275642958824292207819924760853339994812040528373974116930779649488373907682533446175231149627412418042818772738583660430007410019613965573755149196059157996579234045834436941809643772782761833700980454872802003638894781777100267786187422159127672143126212973893294337330260080363917034801169548066859707239339780702123662030530405160005584187202790584051978499499980,2024-06-12T11:12:11.787Z
1,1,aef9f51f-6292-4bae-87db-c1962c2a616a,707000,158482554840650835346876587547587127482012885302946659102144287310956490397965678230977235556747957433700418370856607159626396959919612827681451251159598221188388558497936058070051699902666337403664146173635603032214727603098065399689451043864430796013076888535975320132333071397252815153308121286852080241359692006905422125329153149574161812344622030236992089454404787830826201677217152537897014106350923228919269330848754151840877449035771869041442146295379004493169166906059347301242458646109558645103954216751251650699590072907208558585494500577576704908447921214085008199064182375100955813851554002493659193399204717210871483857812502684207524859315763878823394407897596384336863024452524243172696213044703079452456054820833263593378726618265126973118327329061435448621576963861195238156720963250457182271276626638438592617314370934891867037990176989025103910365261911254754187941030716431575044544463172787290973077991938239071593953713038714558696401705378011736960589815467012825159318093700333084445279696738112869394184223410578630493104902557668231314314742454010597412778798435271432101068159820901390493267471891447106610521283634215257086025638151608652232719609237949657586366565748110424781523658545301878267991571334,2024-06-12T11:12:11.822Z
2,1,aef9f51f-6292-4bae-87db-c1962c2a616a,516000,247970039214585708516743691502262869216109149068075363036337184363245946840278411972799878320919908100254556919519906159501978581952500242323356840579247707516751961577461701496419464953298818278158095809430868788500585051450402321243046956685144169214664413805728950655541382478824934016264645530198806462854267626839691626494648535868936095209655085940175121215323803762509610490843221380238398041721412252521514611552913515754969251773530940549916499622417800124568730795562545023404392570050975743537135828760155140526925035808076078822839722250625406072805394408348429347427821984843639094474567552513069670319177204558054007683518330717583217463358784342299729854957780044137086608085755670957073542426020514215458656087232023304558109098340509823664391711742912861029718685876887173686630315633728057810498777799503048637478019024694670794616281495568132568440833130568856173575571590508228987639765390544267760285521634654247028638479840810909698242360483231703520685630407602164985755601690492095467860642723110510559635878316785254452609291867054699708074470946740338900029933125731828986451551059856357074606966793340465306481651631357187656982441654246432957653936192297593221041115969551597623168054282862934491358471489,2024-06-12T11:12:11.855Z
3,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1260000,247615290407431599935271372023136881157115083485991920812085633657602012257158960747035233980818409671364437656019125873083180062266680707168749615049736317721333511378844348275542378874241532738784035988484037766579758289737920537836020631223363603588772914584197430213559035303687028682229723796457882501848112373300111853604325239805113615717934875996540744862512012992510828091512399062885906849288518376784022069510315922344095313123954230792040095670741306310191802185159651424405655438299093736460031413485107987614586867034646477839641145677139968067158428800919440613578255843073620031338524624682040598602852201672118791437552790980455445041414400601524261787891943736119830070432731706071806879641406969007272395503258132054177139592264037278707359769495348300358189661972823737360087060574826149367066371937077189644788074821252661671207436510648188170222739623812963964611272967187360955943511129202439414673754261271254715918240220805204366350670686070809431351962618075269733395903348795044491647505247645315188929833782866387283580117461527050600176137877367450499815467718935652684531424970524299275971591426644263095523380636252285487470849057288551260031613799652289425016348634391203306815071308059379666490232232,2024-06-12T11:12:11.888Z
4,1,aef9f51f-6292-4bae-87db-c1962c2a616a,290000,257266181481530448132847692826034516122651384762893605260387892234792115283047272357724843649918241258010260479981312950351814931565626201131412015614403764701215356408338414118390320802011469434839819530828739990073109163413750707091885273776684056524490637374511226715963534661129199971621248860216612906921878973448345102739270225355456551784070772594958003248314691891718221787692028514924887600133944221024370872687609260595428546619964595993116417648634219060305379209053909852957643024554933085119098181671882251362027086490527448883303180099304277627940468078018250961922301123245199045236957053381675255452674278260111903826099906298759428236291093961233749390106886407017556757043206826632464743284777385611991403375755935788355710223112265508908292246984520495113431789862719562743317800093448595610838816965110788188273769585734956950100462976957142523174062631140590871028938507918046546611143411893965090101819558053827342897456113992128893243330189393832011259167450473760859770113684359535786938895171855304480316335226850168523361351578827194180657890843285584048857877957021890698707459159044685362741757693261688644257285121544331672668455955406191800236678891518974396789937481720849664456305654499914856689939353,2024-06-12T11:12:11.923Z
5,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1259000,37458384275583173429510546185371338546270844696938580381065045951380802656945029150479496099097679741554008424988234646197376224311520042668411913880955019025186797848672309574854414629620388947103025371958463170931390250964177523007052937030115590502913274543121775118523931156038891138333563578487353123189018261620457853501626858836952372796437268197922293839275911920732283279414531998432694356271172642449507261973018444432231015238530545646712532705374082916952308472360901778060511885995006015954193856879588993645141773032667793587021459519541295116128240159464277098588866827783224842987516461559327113636638394708511138979421916422157732937437645931090564297110411972182122175047546491562166081901968118505926056586256853856962854770035292471561767564938140936282244369709510215383810221906219007538779455679384881487609033416566381374264730577776872254384730937265829844897946622767896702578211847533068909664095927139157963307906816420533031850580329277322776184532887832038623413395706952496967750330405053158626973220923512527185300666769556499568866255658964054924289555024663121360565185822983104393213453321249297550661890447147335622537523363614882248857554602073055973646324160527320810303770528950258101035240720,2024-06-12T11:12:11.957Z
6,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1636000,30113374105764079781306757918447235741806068577982271419852818834191116346567759233013592994538407184967202944578259061558020525410186991269973132795140064993114909161425992391327178921921884648111081058872901511044466554336450897754263406654128963437781653601981911906588055848926063301864930036201876455677988576741182133399552729277755751109986774160416420221091812901822513088923691043870475385595836068097186238360998601825104629166357728386568427485088536190530202396398363439091987111333282656588380759678385178235392053501332791041946508607704724006279487136161270115224795861327964667228783832295362561024929198727463499329903201274286356922353512595484962467472900899108670204701245701844378502757290659060033657360713901576443431104181386976966344934853601341952219287927116965091508224919323864444031248322914927656203480709112652462780838150516287347134152839649246671272707322424368875845013322492846028717616316504591031020619800368946300735559023444871279532251048618060486880541803226719598663472660818434297533982658066468492286156875888108002859536559140097432441543061842204853827670054345411668126364657740434237163225111102235402769992794221611122506170909715352101659987382904347297207383348785846628559650521,2024-06-12T11:12:11.990Z
7,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1364000,114029191565345029639133550556591207557442118959457025482742168914969989937336237857332802028091176186008202371741074715260061522586450371780618705061089053880084127502567449982363582407847599232681484048999981823641507042907403534403563629698620007381409288655484105212515225615655485782970411912468399241982045548647118845987779343551454475964747114841877486461932707763682950776546677764810091761960773803908715602280411103176187000835009650181901572993583674295343997416027998414888613792458677552856638536556905667392396980337117353991942944573579021251028017274214765128568580812585863988903261937364709034011102519785795070438197422064826697362619069751938185800156936874492165718040966407170429571011425745365726848945859215166870730354067347730860985760727729275839385539574469002175923802912689648496655934964925216924092764030413350639694808956266651806101430304008018669127668925025588766977886313038996503918934220221147565957966016742363252466846470984403273263709281120422015647116309026782684844878792687521063303550624660099299398566214195396142223706667978487986427115703708443786983040628312195111606863910903092207378259768593004424677954505526507753060045655024446051238280515511907425985149680229130003121690229,2024-06-12T11:12:12.024Z
8,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1225000,81015366536852089600411089510283554163370109610141348697740115757992062897784660376201529290997709445027107439806306395701111904763860262547844242504951078478725209045473991108117121507621965192695759026701643294917334128544714838444550607764058033667876763001052995990365881962740798608833084902247837774957063966049380972141459375600859612805582485160821168795005943742604963525136033673857939769137438150849519740114000360090120264597521319688054474782893148412362745689128679778442675143852920585947382999683652408040969254065659846322966678916760487301683777830324199533070546456659332883568684719972168187574494810523084072506786460901226747399738483859554039236102008837452981066115642140206642488446345159179336527055250221213320328617922806754894720068445976308160188995817438146769726109107755012049598399886860844755525229663394421470784921781379850764074268451528079285579866181209988865866539732131748184813114786838938623937535775008069647338542457637468401850871094615218955077049443077223636144164329207138476520270939914913472151603050431682066081309941228868729622663824301759680864406966713681173101984500662862164042275251309193334795193879618448697612011612567509712707321061556886503134731588957866850450538675,2024-06-12T11:12:12.057Z
9,1,aef9f51f-6292-4bae-87db-c1962c2a616a,291000,85154077000301994310388129224379396264507430303746474529465868020260912673597461461210518241993047361815700494366276389047407227192024476497257126738165881358184522338228759072303225503463689052261845528686443716010832568005644347622849297032649511027829098257335486881574399617322033436658601549913608821718711296890043224137824624480160702965937774609098891086407690506942824663815125065541596084747152242083165107556419529588044288478532319430162379628931293038450401578988524807761274931423498634033159621817681373411664114161830258702956357434386363380311870908540134472460129950717575246824243931193742111016920237153890831139178895781042759686232919774714179381976138694517237958406297767573244565246946400835953463448726469175771201965159149156975560074900218746145022571849866875653067086117669383535891838752094303508445400114975938680493572218541907657576354419960368276411647983437949101589351668003382489542635822721723586510318827362379749983049751255006951130694644760566541830847649853258236725330542661725467575378396169110210154698446880466867738880510872219260383929655894575301963991548693291306792412840632027787204041546462678875397090155288034536152065016807885569829716328987327760485118012961283979563000290,2024-06-12T11:12:12.091Z
